"tweet_id","sentiment","author","content"
1957167375,"neutral","beverlynoelle","@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!"
1957167387,"worry","JudithLewis","Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it"
1957167519,"sadness","meeeegaan","my throat hurts  gonna go read and go to bed. text mee!"
1957168110,"worry","kin_meng","I am dying to hangout on a Friday afternoon..."
1957168160,"worry","thep","Eh.. it's cold"
1957168222,"neutral","iphonetalktoday","mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR"
1957168762,"sadness","lizbarnett","fjdskal im really frustrated."
1957168874,"neutral","omgitsafox","@regent_lord Aww, you should've YouTubed it."
1957168966,"sadness","michellequek","Wondering how come mcdonalds take so long to deliver my food."
1957169086,"surprise","XxMindyNicolexX","@desdoulas Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,"
1957169132,"sadness","Ndege","@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry"
1957169154,"neutral","K_J","Will miss nostalgia ... everyone please kick tushar"
1957169213,"sadness","MEG_B_johnson","Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!"
1957169248,"worry","AliciaVelasquez","class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-"
1957169451,"sadness","princessniki1","@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit"
1957170158,"worry","movewithme","@keytar @badtwin BUT THEY ARE EXPENSIVE."
1957170232,"hate","deenahdeedoodah","WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?"
1957170358,"neutral","the_andrenator","says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj"
1957170449,"neutral","Fiah29","says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr"
1957170760,"worry","anthonylewry","Misses his twitastic fwiends"
1957171202,"worry","eckodabrat","@Deziree_Divine take my advice lookin through the phone cost me my relationship"
1957171745,"fun","J_Cahn","was playing street fighter IV and Seth Raped me"
1957172292,"hate","sylverxrainbow","Its weird being at the guy's house without them here. I don't like it"
1957172370,"surprise","WillSpringfield","FUCK wasting deodorant... i aint goin no where... i aint havin company  let me funk it to ya!"
1957172893,"neutral","sidestreets","@summer_eyes I wish I knew!  The curse of Tumblr."
1957173062,"sadness","kevintuk","what a beautiful day - shame I've got to spend it in an office"
1957173458,"empty","nataliatanyadji","I came with a q: &quot;any recommended hairdresser? U r full and they suggested me to others  &quot; His ego talked and I'm in d line"
1957173834,"neutral","VictoriaRolfe","Business exam tomorrow"
1957174053,"worry","chickman07","@WTF_JayR oh, i know how budgeting is."
1957174125,"sadness","sesh","Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be"
1957174158,"sadness","JenStewartPhoto","Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went"
1957174207,"sadness","razearellano","http://twitpic.com/664b7 - miss my bestfriend :'( now she left school"
1957174335,"surprise","MandyKitKat","OUCH! my earphones just shocked me"
1957174342,"empty","ErictheAzn","@allyycase I'm trying to sleep!!! It's not working"
1957175219,"sadness","samterror","Tummy hurts"
1957175259,"neutral","sammio94","back from grimsby  it sucks bein back but was amazin wknd anyway!!"
1957175385,"sadness","opalsdownunder","farewelling an employee tonight..."
1957175518,"neutral","BrookeAmanda","@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol"
1957175560,"worry","dougedey","Gorgeous weather, but no bike"
1957175586,"sadness","theloz","Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
1957175992,"sadness","EmptiMind","@heavenlyriot Girls are confusing."
1957176048,"sadness","motleydeflep6","@ lyrically_Me   Why would you do that to me?!"
1957176189,"love","mzambitious","@jamasweetie06 see...u shouldn't be comin' 4 the city, u should be comin' 4 me"
1957176357,"sadness","jasku","Blackout in the city is never good"
1957176603,"neutral","Maya_L","@angelazodiak Aww maybe i traumatized her."
1957177248,"happiness","Idoby2","@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1"
1957177654,"hate","ZenHarmony","@mrskutcher  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me"
1957177660,"worry","jessismalls","I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in"
1957178636,"worry","CandleNtheDark","why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud"
1957179054,"neutral","cpwhiteshadows","Ugh. Too much happened today. I really need a hug"
1957179157,"enthusiasm","waaaida","boring. i wanna go for taekwando"
1957179475,"enthusiasm","HDrobiarz","Watching Leno for the second to last time on the Tonight Show"
1957179532,"neutral","Robi27","@n3rin3 Ur pic is gone"
1957180100,"worry","MARCisaballa","My tongue still hurts.  I need to sleep!!!"
1957180254,"neutral","ShawnaDaniese","how do you twitter?"
1957180598,"sadness","weelissa","@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon"
1957181030,"love","helefra","I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now"
1957181400,"neutral","MariahHoneyLee","@JWess awww  ok lol hopefully by than im still here and not back over in the states"
1957181678,"sadness","soporificfrog","@t_isfortammy Sad tweets are sad"
1957181879,"worry","zoe_king","needs a little lie down. not feeling great today. boo"
1957181945,"neutral","andybutterworth","@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!"
1957181947,"sadness","maughmer","Have decided I just can't stand @GuyKawasaki's Alltop spam any longer."
1957182104,"worry","tinyvamp","its from all that anal sex, i forgot the lube. damn  may need to go to the E.R."
1957182181,"worry","eberhartn","Playn madden with austin. Im going to miss him.."
1957182382,"sadness","happy_inside","i miss rich"
1957182504,"sadness","art_is_hard","Headache of the century coming- I can feel it  Fuck."
1957182827,"sadness","v1ncensia","disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best."
1957183021,"worry","hutchouse","PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   @Jonasbrothers"
1957183110,"worry","Nicolaarthur","I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!"
1957183149,"worry","brandehhh","I just got mad tired so no sex  sleepytime night!"
1957183352,"boredom","shandatru","THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH"
1957183431,"neutral","SallytheShizzle","does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney"
1957183897,"sadness","kanahina","home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it"
1957184403,"neutral","kaushal","@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!"
1957185446,"worry","iluvkrisallenx3","@scotty_mcc bye, Scotty!  i'm gonna miss you. ily&lt;333"
1957185625,"worry","jowkitechblog","New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P"
1957186277,"worry","Joannina","we can get a temporary tattoo. I would be totally sad if he died."
1957186411,"worry","ItsIMANIrose","@professor12 gray! .... i so feel neglected"
1957187070,"worry","Curlyman1001","@Desert_Star95 oh so you know how I feel then  Damn representative for bank of america tried to make it sound like I did it. What a b ..."
1957187082,"worry","energizerame","is tired and cold and runny"
1957188146,"sadness","just_reva","@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though..."
1957188633,"hate","karaready","Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood"
1957188800,"sadness","bradhawkins87","@xMyLifesAStoryx rob got lucky that game he beat me 209-205"
1957188806,"hate","maojoa","feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!"
1957188904,"surprise","liangtfm","Bah I don't think @bing's FB fan page will get to 7500"
1957188908,"worry","_kaaaty","someone save me!! i dont want to pack anymore"
1957188950,"sadness","G_eor_gia","home from school had the shitest day today"
1957189228,"love","Jellie1981","@markiti The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!!  Xxx"
1957189540,"worry","CassieTipps","bruise on knee will make it hard to skate tomorrow."
1957189551,"sadness","movewithme","@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
1957189838,"neutral","pas_non","FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days."
1957189924,"sadness","Louie_E","Sitting by myself. Everyone took the good seats."
1957190114,"worry","helloglo","NO FREE WIFI!?!? My vacay is ruined!!!!"
1957190291,"sadness","TimRogers","@sfannah Ahhhhh  Well at least I'm up to!"
1957190628,"love","JacquiOx","@mattpro13 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya xx"
1957190952,"sadness","Sambo_O","@DHughesy ME! oh wait wrong state"
1957190983,"surprise","n0tin","It's fucking cold here north now! It was like 77 DF yesterday where I was, here it's 37,4"
1957191024,"happiness","sridharv86","Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!"
1957191331,"worry","saroqq","Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm"
1957191437,"worry","tastetheL0VE","Phone will die soon. What to do now? Oh no!"
1957191516,"sadness","Quastbabynumbr5","Sorry was that mean"
1957191630,"worry","ThePoonie","Forgot my power cable at home today"
1957191924,"surprise","ceggs","Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!"
1957191925,"worry","OnyxWolf","I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen"
1957192084,"worry","Nightmarelynn","@ZachMoore1 I thought I was going to see a pic of your clean car"
1957192167,"worry","chelsea_playboy","@hot30 i want to! but im not over 18 and t&amp;c says over 18's only  wanna make an exception for me ;)"
1957192307,"worry","mensoh","@ingridkerr No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google"
1957192397,"sadness","androidinfo","@rscheuer sorry, is only in spanish for the moment"
1957192464,"worry","ash1225","@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!"
1957192594,"fun","itsurgirld","must clear out my DVR... getting rid of it tomorrw."
1957192957,"hate","LucHeidenreich","Bummed that F! F! F! broke up"
1957192967,"neutral","teiladnam","I signed up for an account on a political website so I could post a comment but it isn't working."
1957193010,"neutral","UggGirlie","How Come I Can Never Sleep Past?? Not Good"
1957193022,"worry","HalfCentaur","@Sageey My public talk in July got canceled and I don't know why."
1957193805,"neutral","DMB_","@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def"
1957194036,"worry","Becky548","Feeling so rough today, just want a cuddle and some sleep"
1957194329,"happiness","tineymarie","@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL"
1957194339,"worry","HighandDriving","@portugaltheman Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too"
1957194454,"sadness","circelilith","has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda"
1957194726,"neutral","henouk","has an exam at 10am - I slept about 3 hours last night"
1957194802,"sadness","CiaranActon","not well"
1957194936,"sadness","bloodlusttypo","@Miss_Rain oh what the hell  way to tell me."
1957195159,"neutral","laurenmikael","Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year."
1957195244,"sadness","She_shines92","@theblackestsea oh crap!!"
1957195455,"happiness","seniahh","so carlie came over and she fell asleep on me"
1957195514,"neutral","velofille","@3Gguy and within a short time of the last clue all of them"
1957195703,"neutral","VictoriaDoyle","my phone still doesnt tweet"
1957195915,"neutral","karinb_za","@blindcripple Good idea Brain, you can't not be on Twitter..."
1957195949,"sadness","StephiieG","@shaundiviney i didnt get the msg!! :'( but i bought princess"
1957196056,"love","sandrawheelis","Trying to learn how to do this &quot;twitter&quot; thing... I'll get there. Welcome to all my followers, though Im not that interesting"
1957196074,"neutral","Lyoung6168","@mrskutcher just checked library website and girl with dragon tattoo is checked out"
1957196203,"surprise","badtwin","@movewithme lol ik they are, but i figure i've kept it for a year+ without needing virus software or to get it fixed  sigh"
1957196764,"worry","gailey1305","first puppy gone 2 new home."
1957196825,"sadness","gemmy628","I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
1957196855,"sadness","itsToniA","There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor"
1957197501,"worry","VictoriaDoyle","feeling extremally ill"
1957197786,"sadness","LaurenKayW","@Madush oh my... now im offended.  ha"
1957198077,"relief","Caitlinmfg","Off work, trying to relax for about 30 mins before I've gotta go back to sleep"
1957198359,"hate","Dutchrudder","@StonedSteve yes it was good 2 see them laught at each other,,but that poor lad asking his mum &amp; dad 2 kill him"
1957198430,"neutral","benmfowler","I'm at work"
1957198551,"worry","urtherevolution","&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -  poor tony"
1957198598,"neutral","HighandDriving","@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too"
1957198802,"worry","LatinAngel9393","back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore."
1957198814,"sadness","KatrinaMarieee","The 3d version of Up sold out   regular version it is!"
1957198981,"worry","gudnewzcixx","@YEPNAYDEA I don't have ur #...anymore, I think!!"
1957199055,"sadness","Nickygeezy","@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend"
1957199368,"happiness","kittykatorphan","To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!"
1957199401,"surprise","Jazzy813","Where is my bestie when i need him @iAmcertiPHIed"
1957199558,"neutral","YOUNG_KC","@CheetahmamiBia oooo ok   why  havent you accepted my friends request"
1957199632,"worry","turbowanda","Damn i have something to say and no one is listening"
1957200791,"neutral","vrodriguez420","just got home after killing a possum"
1957201369,"worry","Samm_xo","@Jessicaveronica OMG YAYA!!! we put you #5 please not the end of the year"
1957201670,"worry","LatinAngel9393","I miss the old healthy me and I am loosing faith that I ever will be again"
1957202373,"fun","Embabe09","@Jukie_08 hell yeah! i missed u last nite  lol do u like my opinion?"
1957202477,"worry","reallysucks","gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn.. http://tinyurl.com/lk9ag8"
1957202674,"neutral","ivyivydeliz","... that's all"
1957202990,"worry","Mattdennis","Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected."
1957203110,"happiness","ErictheAzn","@allyycase suuure"
1957203255,"neutral","hash_yahoo","@anshprat yahoo maps! lots more to desire #yahoo"
1957203256,"worry","dereckbreuning","I miss my daily quotes! Why don't i get them anymore? @sschabowski am I kicked from your mailinglist?"
1957203878,"sadness","singingchef85","now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?"
1957204382,"worry","kalilahtwitts","@MateRiaLGirL1 I won't b hereeeeee. Imma b in georgia  and then I'm off to LA. Grrrrrr!"
1957204499,"worry","shrikhande","@sensonize ohh sorry , thats someone else's pic  my bad"
1957204516,"worry","matthysbakker","Missed my train by 5 secs  yesterdaynight knijp, jaap &amp; flashback. Now sitting on the blisters. If you know what I mean. ;)"
1957204629,"worry","HiImMimi","Why am I still upppp????? LOL.  Work in less than 5 hours."
1957204970,"sadness","audreywilles","bed. with stomach ache"
1957205389,"worry","jaynedoefresh","@Bam_Hall Is that why you aint answer my call? Thought we were homies!?"
1957205446,"worry","cherryzntash69","gnite  Fukn Nite * wanted sum {pinga} but couldn't get any"
1957205757,"empty","jemariie","@Tinkabellastar no. my school will start on June1.  two days to go. i still don't want. :l"
1957205912,"neutral","sammiidizzle","facebook quizzes are one cure of boredom haha, my teeth/mouth hurts"
1957206063,"sadness","lrharley","lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one"
1957206142,"sadness","yuetmui","finally accepting the fact that all cute guys are taken"
1957206274,"surprise","ziggywas","Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can't believe they won't renew TSCC"
1957206336,"worry","RochelleReyes","Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, @feliciaday"
1957206343,"neutral","JerrodK","@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist."
1957206401,"hate","delboy1203","@GoblinZA Can't access your site!"
1957206634,"love","frekklz","@craftjoshua I CAN'T!!! My heart aches for her children  I wanna adopt alexis"
1957206666,"love","Kelndan","@TicketChoice lunch was going home to rest...not well today"
1957206844,"neutral","MRSCAMPOS","goodnight everyone."
1957207123,"empty","chris_sponge","those workmen extending R block can't start this early surely.. its 7:45am and already they're making a racket and woken me up!"
1957207318,"sadness","pamvila","@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you."
1957207392,"neutral","denis_v_pavlov","@IsaGoksu  http://yfrog.com/11z2ip  nothing there"
1957207486,"empty","leslie666","@Steinmoney      You'll be missed!!  Bring me back  a keychain!"
1957207781,"enthusiasm","kinarodriguez","Only one more day of Jay Leno  que sad!"
1957207790,"worry","antandbecks","Just spoke to Keith Urban's record company, we can't get him on the show till we're back from holidays  sorry Jack, we're trying mate!"
1957208359,"worry","ziggywas","Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can't believe they won't renew TSCC"
1957208462,"sadness","nikkitastic","Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him."
1957208962,"boredom","M_Rice","Not actually managed to purchase anything from the ovi store yet. Constant server error on check out"
1957208989,"worry","Col_RFTL","@HoptonHouseBnB now theres a thought .... do you still get goldfish at the fair ?? not seen them for years"
1957209074,"worry","bigenya","@cocoy @mike_online That's the sad thing about it."
1957209188,"happiness","Angelfish42","ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!"
1957209385,"enthusiasm","Maiababyblu","Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep"
1957209459,"worry","theotherkid","Oops, Corey saw my last tweet. I guess I'M not getting laid tomorrow."
1957210815,"surprise","dangergianni","@FriendlyFetus cause they changed man...."
1957210996,"worry","charielibunao","feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa"
1957211180,"worry","lovealways343","I dont get twitter  Someone help me!"
1957211192,"happiness","littlerabbit","up early again  loads to do- but the suns out, hurrah!"
1957211597,"hate","TannuhFS","Its so Fucking hot! Damn no air conditioning."
1957212085,"hate","godmagnus","@hillaryhatt I never liked that boy  Jerms!"
1957212416,"neutral","summatusmentis","really, realy want a netbook. mrr. Techno-lust sucks"
1957213189,"happiness","SoulAfrodisiac","@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast."
1957213250,"sadness","ratherironic","Matty is le tired."
1957213679,"worry","kellbo9","watching two of my patients die tonight has put me in a funk. one was young."
1957213816,"neutral","cindyleigh","@RichardGiles mine pools... just in someone elses pocket"
1957214477,"worry","joey234","The Aila Cyclone left my house in Calcutta with a broken sunshade, balcony and a huge branch of tree thru our bathroom window....."
1957214583,"worry","glam_girl_92","@hot30 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!"
1957214887,"sadness","nwoidaho","@NellaGrl not really having a good night... missing my little girl..."
1957215074,"empty","GiaGallardo","my knee is killing me  im off to bed!!"
1957215551,"neutral","jonnotay","@ndrew10 I know!!!! He didn't ask me"
1957215920,"sadness","foxxy1406","Nite Tweeple.  Tomorrow will be day 25 at work."
1957215947,"neutral","Kelndan","@MrsSOsbourne Ozzy isn't following you yet"
1957216150,"sadness","fedzy","Ahh man up and getting ready for work  I wanna sleep!!!"
1957216446,"sadness","AlenaSerrano","@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol"
1957216776,"sadness","PetteB","Wish I was at sri panwa now"
1957216783,"fun","xoxnicoco","i wish i was at @angelcore's burning trees and trying on dresses..."
1957216827,"fun","shellsandcheese","I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started."
1957217150,"worry","Rachecullen","@tanyaDlove whats up? im sad  you didnt text today."
1957217758,"boredom","kazkiely","Tweeting from the tarmac at Cork Airport. Delayed"
1957218546,"neutral","bugyboo","I hate TweetDeck when it reaches access limits"
1957218610,"hate","LenasLife","this sucks i'm tweetless...and i f'n hate money, why does it have to be an issue"
1957218626,"worry","v2black","have to wear my glasses today, cos my right eye is swollen and i don't know why"
1957218667,"neutral","CallMeKellz","@ANAIZZ you might want to get some rest...i promise you wont retain the knowledge sleepy"
1957218733,"worry","cupcake_kayla","@lizhodgins I heard your moving to Sydney next year im not happy"
1957218793,"hate","DInstros","dam it keeps rainin on me"
1957218864,"empty","pachieshee","wants to go home."
1957219010,"sadness","prettysmile4u","wants to listen to musiq soulchild, but it is not on the iPod"
1957219077,"worry","quinniesin","still has half a math worksheet, science WB pages + worksheet, and english to go! feels a sniffle and dry eyes coming along too."
1957219264,"sadness","pauiieee","i miss seeing fireflies....."
1957219313,"worry","GodsEmerald","Never has a chance of sleeping before midnight  my mind is so tired......"
1957219315,"relief","djmobeatz","@KevinDavis1914  .... It was just alriiightt"
1957220173,"worry","kimmiecubaby","happy to b home .. then my mind wanders an I can't sleep"
1957220804,"love","feelthesexism","i wanna be love drunk"
1957220978,"worry","kait_duh","weebo is dying"
1957221717,"worry","SheeqS","4 cases of swine flu!"
1957222771,"worry","EmaMolly","@relly1 Hopfully a quiet one @ home,,, No cash to do anything  Then u coming 2 the pub 2moz 2 watch the Pups???"
1957222804,"worry","JCTurner","Got a flat on the way in today - Pot hole. Another thing to tick off the &quot;crap things that can happen in a week&quot; list"
1957223393,"sadness","gfunkunit","@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry"
1957223405,"worry","zoziekins","@FrankieTheSats people are pathetic  how do u know some one is trying?"
1957223703,"happiness","successfool","@ColeDavid had  a little family party tonight   hope it rocked"
1957223709,"worry","BenZ17","Complicated with a dream"
1957223957,"relief","vanessaleighh","@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss."
1957224360,"sadness","Reggiekc","Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!"
1957224368,"sadness","omgitsafox","@Saresa And I feel your pain."
1957224476,"surprise","ItsTheNeeNee","My Pandora is hitten hard, why can't real radio play great music like this"
1957224712,"sadness","camcamaussie","2orw!!!!! Nooooooo I want to go back to Newcastle!!!!"
1957225139,"relief","Sept7th","@kimberlymdg I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!"
1957225471,"sadness","doctornaughty","bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday"
1957225620,"surprise","nancyyeh","Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!"
1957225624,"worry","ce1es","meh, almost didn't sleep, ain't finished anything, I'm close to cancel the Dokomi"
1957226827,"worry","aporajita","Hospitals unnerve me  ~  waiting for the Doc, flipping thru magazines  ~"
1957226828,"neutral","Isil_Loves_Mcr","@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D"
1957227060,"neutral","PatitosMom","I want a Monte Cristo sandwich sooo... BAd!!!"
1957227127,"worry","jadedlioness","Awake, no migrane (yey) but tummy is hurting, evil IBS"
1957227155,"neutral","JenniferRhea","Just finished watching &quot;Marley and Me&quot;"
1957227285,"relief","_ranna","@DHughesy ME! I wanted to go."
1957227521,"sadness","CaptiveHeart","@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!"
1957227657,"surprise","sarahmars","@hudaaaa eeeeeeeeeeeeee i jealous sia i didnt get to seee"
1957227794,"neutral","fruityalexia","@GeoffComma no fair"
1957227877,"worry","bella456","@rsuenaga im not at litle oven tonight"
1957228023,"surprise","heyyitskate","arrrgh. i'm bored. so bored. there's nothing to do except slouch at the computer all day long."
1957228259,"worry","VictoriaDoyle","wow i'm really reallly ill"
1957228264,"neutral","libster_t","Nina was on my lap, but just decided to jump off"
1957228324,"neutral","jemma_r","the swine flu is in robina, gold coast"
1957228449,"sadness","serinurshira","I'm going to miss Miss Suhana"
1957228512,"empty","prem_k","Unstable broadband and electricity taking toll on my mental stability."
1957228670,"sadness","BillSykes","Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio"
1957228684,"worry","wyzyeeyez","mary hates me again  i wana walmart it butno one wants to go"
1957229464,"worry","kimhallows","is feeling really sick"
1957229627,"surprise","DjDATZ","@mandy2610 and @esko yea, just confirmed that this game indeed is already patched...  LOL guess you'll have to help me tomorrow ;)"
1957230190,"love","its_MaiMai","@MaritessDeLeon aww tessy wanna hug?"
1957230282,"neutral","Lexylovesyoutoo","Def wants to cuddle it out maybe play but has no one to do it with the bc is far away"
1957230433,"worry","eunicesandoval","My face an my arms. Tragic. Seriously."
1957230479,"boredom","Jen_Paris","Feeling nauseous and can't sleep."
1957230570,"love","MolliexD","just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED"
1957230653,"worry","StephiieG","@andyclemmensen you didnt send me the text"
1957231014,"hate","7immizzle","@MissMadalena err i think they're like 15 bucks a ticket cause its 3D too. too expensive"
1957231223,"worry","sylenc","Damnit. I have run out of candy coated books."
1957231506,"hate","elliejanexo","Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock"
1957231837,"neutral","Praxilla","Gotta go back out there."
1957231863,"neutral","murdkipz","I don't remember what i text to twitter to get a list of commands  halp"
1957232185,"love","carysfelicity","I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough"
1957232619,"fun","lowennn","is it unny today or not? taking too long to decide haha. i wna get a tan"
1957233257,"surprise","Hail_zzz","Gonna go watch Shorty Street &amp; then prison break marathon then bed maybe. Nobodies texting me!"
1957233475,"neutral","neonpowerbomb","@gettothefalcon i miss that too"
1957233540,"worry","lilcortez4ever","tummy hurts"
1957233877,"sadness","popthebob","I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/"
1957233929,"hate","geoffchapman","Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It's pretty amazingly mediocre  pass."
1957234958,"neutral","jesssicababesss","I cant watch anythgin till tonight"
1957235120,"sadness","Lilytyger","sad that will have to leave my beautiful apartment"
1957235177,"surprise","sh00tingxstarr","gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   &lt;3"
1957236286,"neutral","BubbleFreeze","@workhomexpert Nope, re-reading it all over again.     No offense meant"
1957236446,"surprise","viintagedresses","wow i have no friends on twitter"
1957236672,"sadness","prempanicker","@greco31 I've been trying not to think about that!"
1957236960,"neutral","laurenggraves","Jay Leno has one more show left as the host of The Tonight Show"
1957237366,"worry","Dleelee","sitting in school  sucks to be me!"
1957237503,"hate","utehbaik","and this stupid wireless wont work downstairs"
1957237598,"hate","Jady0903","Change my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~"
1957237641,"neutral","nicemovemumbles","@TLuke08  sometimes going and doing other stuff cures that"
1957237879,"worry","Lalaaleslie","Ew I have creepy followers"
